name,IV_atk,IV_def,IV_sta,CP,HP,TDO,DPT,DPE,type_1,type_2,fm_type,cm1_type,cm2_type,min_viable_level
Bewear,10,15,15,835,30,73.49,1.3200000000000003,0.26,12,5,8,5,1,47.07070707070707
Bewear,15,10,10,831,29,71.38000000000001,1.3599999999999994,0.25,12,5,8,5,1,49.77272727272727
Bewear,15,10,15,839,30,72.71000000000001,1.3599999999999994,0.25,12,5,8,5,1,47.36363636363636
Bewear,15,15,10,844,29,73.74,1.3599999999999994,0.25,12,5,8,5,1,47.14876033057851
Bewear,15,15,15,853,30,75.10000000000001,1.3599999999999994,0.25,12,5,8,5,1,46.239669421487605
Bisharp,10,10,10,741,19,49.150000000000006,1.1899999999999995,0.21999999999999997,1,16,1,1,5,49.12587412587413
Bisharp,10,10,15,752,19,50.559999999999995,1.1899999999999995,0.21999999999999997,1,16,1,1,5,49.053030303030305
Bisharp,10,15,10,751,19,50.46000000000001,1.1899999999999995,0.21999999999999997,1,16,1,1,5,49.12587412587413
Bisharp,10,15,15,762,19,51.919999999999995,1.1899999999999995,0.21999999999999997,1,16,1,1,5,48.74125874125874
Bisharp,15,10,10,757,19,50.10999999999999,1.200000000000001,0.22999999999999998,1,16,1,1,5,49.12587412587413
Bisharp,15,10,15,767,19,51.56,1.200000000000001,0.22999999999999998,1,16,1,1,5,48.74125874125874
Bisharp,15,15,10,766,19,51.46,1.200000000000001,0.22999999999999998,1,16,1,1,5,49.053030303030305
Bisharp,15,15,15,778,19,52.95,1.200000000000001,0.22999999999999998,1,16,1,1,5,48.057851239669425
Buzzwole,10,10,10,906,24,81.16,1.25,0.24,0,5,5,0,5,40.36363636363637
Buzzwole,10,10,15,916,25,82.96,1.25,0.24,0,5,5,0,5,40.36363636363637
Buzzwole,10,15,10,917,24,83.14,1.25,0.24,0,5,5,0,5,40.36363636363637
Buzzwole,10,15,15,927,25,84.97,1.25,0.24,0,5,5,0,5,38.36363636363637
Buzzwole,15,10,10,924,24,82.8,1.2799999999999994,0.24,0,5,5,0,5,40.36363636363637
Buzzwole,15,10,15,935,25,84.63,1.2799999999999994,0.24,0,5,5,0,5,38.36363636363637
Buzzwole,15,15,10,935,24,84.81000000000002,1.2799999999999994,0.24,0,5,5,0,5,38.36363636363637
Buzzwole,15,15,15,946,25,86.69,1.2799999999999994,0.24,0,5,5,0,5,37.66233766233766
Calyrex,10,10,10,1447,23,52.69999999999999,1.1099999999999994,-0.1100000000000001,14,11,14,14,11,37.29665071770335
Calyrex,10,10,15,1464,24,53.93000000000001,1.1099999999999994,-0.1100000000000001,14,11,14,14,11,36.93181818181818
Calyrex,10,15,10,1473,23,54.459999999999994,1.1099999999999994,-0.1100000000000001,14,11,14,14,11,36.93181818181818
Calyrex,10,15,15,1490,24,55.730000000000004,1.1099999999999994,-0.1100000000000001,14,11,14,14,11,36.770334928229666
Calyrex,15,10,10,1458,23,53.2,1.0999999999999996,-0.1200000000000001,14,11,14,14,11,37.077922077922075
Calyrex,15,10,15,1475,24,54.44,1.0999999999999996,-0.1200000000000001,14,11,14,14,11,36.93181818181818
Calyrex,15,15,10,1485,23,54.980000000000004,1.0999999999999996,-0.1200000000000001,14,11,14,14,11,36.93181818181818
Calyrex,15,15,15,1502,24,56.269999999999996,1.0999999999999996,-0.1200000000000001,14,11,14,14,11,36.18181818181818
Celebi,10,10,10,854,26,84.24999999999999,1.2800000000000011,0.26,14,9,14,14,9,42.97202797202797
Celebi,10,10,15,864,26,86.03,1.2800000000000011,0.26,14,9,14,14,9,42.803030303030305
Celebi,10,15,10,864,26,86.16,1.2800000000000011,0.26,14,9,14,14,9,42.603305785123965
Celebi,10,15,15,873,26,87.98999999999998,1.2800000000000011,0.26,14,9,14,14,9,41.239669421487605
Celebi,15,10,10,873,26,86.19999999999999,1.299999999999999,0.2599999999999998,14,9,14,14,9,42.803030303030305
Celebi,15,10,15,883,26,88.01999999999998,1.299999999999999,0.2599999999999998,14,9,14,14,9,41.239669421487605
Celebi,15,15,10,883,26,88.13999999999999,1.299999999999999,0.2599999999999998,14,9,14,14,9,41.239669421487605
Celebi,15,15,15,893,26,90.01999999999998,1.299999999999999,0.2599999999999998,14,9,14,14,9,41.239669421487605
Celesteela,10,10,10,810,25,62.07000000000001,1.0,0.16000000000000014,16,7,7,16,10,41.50717703349282
Celesteela,10,10,15,820,25,63.43000000000001,1.0,0.16000000000000014,16,7,7,16,10,41.313131313131315
Celesteela,10,15,10,820,25,63.559999999999995,1.0,0.16000000000000014,16,7,7,16,10,41.096256684491976
Celesteela,10,15,15,829,25,64.95,1.0,0.16000000000000014,16,7,7,16,10,38.97727272727273
Celesteela,15,10,10,829,25,63.60999999999999,1.04,0.18000000000000016,16,7,7,16,10,41.096256684491976
Celesteela,15,10,15,839,25,64.99000000000001,1.04,0.18000000000000016,16,7,7,16,10,38.97727272727273
Celesteela,15,15,10,839,25,65.13000000000001,1.04,0.18000000000000016,16,7,7,16,10,38.97727272727273
Celesteela,15,15,15,848,25,66.55000000000001,1.04,0.18000000000000016,16,7,7,16,10,38.44919786096257
Centiskorch,10,10,10,780,26,65.86999999999999,1.3000000000000007,0.19999999999999996,6,0,6,0,1,44.12587412587413
Centiskorch,10,10,15,788,26,67.27,1.3000000000000007,0.19999999999999996,6,0,6,0,1,43.96694214876033
Centiskorch,10,15,10,792,26,67.83,1.3000000000000007,0.19999999999999996,6,0,6,0,1,43.21969696969697
Centiskorch,10,15,15,800,26,69.27999999999999,1.3000000000000007,0.19999999999999996,6,0,6,0,1,42.27272727272727
Centiskorch,15,10,10,797,26,67.29,1.33,0.2100000000000002,6,0,6,0,1,43.35664335664336
Centiskorch,15,10,15,806,26,68.72999999999999,1.33,0.2100000000000002,6,0,6,0,1,42.27272727272727
Centiskorch,15,15,10,809,26,69.28,1.33,0.2100000000000002,6,0,6,0,1,42.14646464646464
Centiskorch,15,15,15,817,26,70.77000000000001,1.33,0.2100000000000002,6,0,6,0,1,41.3903743315508
Ceruledge,10,10,10,829,21,73.94,1.5200000000000014,0.21999999999999997,6,8,6,6,8,38.18181818181818
Ceruledge,10,10,15,839,21,75.88,1.5200000000000014,0.21999999999999997,6,8,6,6,8,36.86363636363637
Ceruledge,10,15,10,840,21,75.8,1.5200000000000014,0.21999999999999997,6,8,6,6,8,36.86363636363637
Ceruledge,10,15,15,850,21,77.78999999999999,1.5200000000000014,0.21999999999999997,6,8,6,6,8,35.86363636363636
Ceruledge,15,10,10,846,21,75.42999999999999,1.5500000000000007,0.20999999999999996,6,8,6,6,8,37.36363636363636
Ceruledge,15,10,15,856,21,77.4,1.5500000000000007,0.20999999999999996,6,8,6,6,8,35.86363636363636
Ceruledge,15,15,10,856,21,77.32000000000001,1.5500000000000007,0.20999999999999996,6,8,6,6,8,35.86363636363636
Ceruledge,15,15,15,867,21,79.33999999999999,1.5500000000000007,0.20999999999999996,6,8,6,6,8,35.78512396694215
Cetitan,10,10,10,811,38,73.99000000000001,1.2100000000000009,0.20999999999999996,11,11,11,12,11,42.803030303030305
Cetitan,10,10,15,817,40,75.02,1.2100000000000009,0.20999999999999996,11,11,11,12,11,42.803030303030305
Cetitan,10,15,10,826,38,76.77000000000001,1.2100000000000009,0.20999999999999996,11,11,11,12,11,41.69421487603306
Cetitan,10,15,15,831,40,77.84,1.2100000000000009,0.20999999999999996,11,11,11,12,11,41.69421487603306
Cetitan,15,10,10,829,38,75.66,1.2400000000000002,0.21999999999999997,11,11,11,12,11,42.36363636363636
Cetitan,15,10,15,835,40,76.71,1.2400000000000002,0.21999999999999997,11,11,11,12,11,41.86363636363637
Cetitan,15,15,10,845,38,78.51,1.2400000000000002,0.21999999999999997,11,11,11,12,11,41.69421487603306
Cetitan,15,15,15,851,40,79.59,1.2400000000000002,0.21999999999999997,11,11,11,12,11,41.553030303030305
Chandelure,10,10,10,854,18,64.16000000000001,1.5699999999999985,0.22999999999999998,8,6,6,9,8,44.72727272727273
Chandelure,10,10,15,867,18,66.11999999999999,1.5699999999999985,0.22999999999999998,8,6,6,9,8,43.1060606060606
Chandelure,10,15,10,865,18,65.83000000000001,1.5699999999999985,0.22999999999999998,8,6,6,9,8,43.1060606060606
Chandelure,10,15,15,878,18,67.83000000000001,1.5699999999999985,0.22999999999999998,8,6,6,9,8,42.15909090909091
Chandelure,15,10,10,869,18,65.31,1.5999999999999996,0.22999999999999998,8,6,6,9,8,43.93939393939394
Chandelure,15,10,15,882,18,67.28000000000002,1.5999999999999996,0.22999999999999998,8,6,6,9,8,42.15909090909091
Chandelure,15,15,10,880,18,67.00999999999999,1.5999999999999996,0.22999999999999998,8,6,6,9,8,42.15909090909091
Chandelure,15,15,15,894,18,69.05,1.5999999999999996,0.22999999999999998,8,6,6,9,8,41.43939393939394
Charizard,10,10,15,763,21,65.94,1.3900000000000006,0.26,6,7,6,6,6,48.37662337662338
Charizard,10,15,10,763,21,66.05000000000001,1.3900000000000006,0.26,6,7,6,6,6,48.37662337662338
Charizard,10,15,15,773,21,67.74000000000001,1.3900000000000006,0.26,6,7,6,6,6,48.37662337662338
Charizard,15,10,10,770,21,65.66,1.4299999999999997,0.27,6,7,6,6,6,48.37662337662338
Charizard,15,10,15,779,21,67.33,1.4299999999999997,0.27,6,7,6,6,6,48.37662337662338
Charizard,15,15,10,780,21,67.46000000000001,1.4299999999999997,0.27,6,7,6,6,6,48.37662337662338
Charizard,15,15,15,790,21,69.17999999999999,1.4299999999999997,0.27,6,7,6,6,6,47.66233766233766
Chesnaught,10,10,10,771,23,90.06,1.5299999999999994,0.2999999999999998,9,5,9,5,9,36.515151515151516
Chesnaught,10,10,15,779,24,92.17999999999999,1.5299999999999994,0.2999999999999998,9,5,9,5,9,36.36363636363636
Chesnaught,10,15,10,779,23,92.17999999999999,1.5299999999999994,0.2999999999999998,9,5,9,5,9,36.36363636363636
Chesnaught,10,15,15,789,24,94.33,1.5299999999999994,0.2999999999999998,9,5,9,5,9,36.36363636363636
Chesnaught,15,10,10,789,23,92.17999999999999,1.5600000000000005,0.31000000000000005,9,5,9,5,9,36.36363636363636
Chesnaught,15,10,15,798,24,94.34,1.5600000000000005,0.31000000000000005,9,5,9,5,9,36.36363636363636
Chesnaught,15,15,10,798,23,94.34,1.5600000000000005,0.31000000000000005,9,5,9,5,9,36.36363636363636
Chesnaught,15,15,15,807,24,96.55000000000001,1.5600000000000005,0.31000000000000005,9,5,9,5,9,36.36363636363636
Chi-Yu,10,10,10,904,17,67.12000000000002,1.4600000000000009,0.19999999999999996,1,6,6,1,6,39.82954545454545
Chi-Yu,10,10,15,918,18,69.27999999999999,1.4600000000000009,0.19999999999999996,1,6,6,1,6,39.292929292929294
Chi-Yu,10,15,10,914,17,68.58000000000001,1.4600000000000009,0.19999999999999996,1,6,6,1,6,39.82954545454545
Chi-Yu,10,15,15,928,18,70.76999999999998,1.4600000000000009,0.19999999999999996,1,6,6,1,6,37.97202797202797
Chi-Yu,15,10,10,921,17,68.25999999999999,1.4700000000000006,0.19999999999999996,1,6,6,1,6,39.82954545454545
Chi-Yu,15,10,15,935,18,70.45000000000002,1.4700000000000006,0.19999999999999996,1,6,6,1,6,38.86363636363636
Chi-Yu,15,15,10,931,17,69.72999999999999,1.4700000000000006,0.19999999999999996,1,6,6,1,6,39.292929292929294
Chi-Yu,15,15,15,945,18,71.98000000000002,1.4700000000000006,0.19999999999999996,1,6,6,1,6,37.97202797202797
Chien-Pao,10,10,10,870,22,59.68000000000001,1.3200000000000003,0.24,1,11,11,1,11,48.057851239669425
Chien-Pao,10,10,15,881,23,61.18000000000001,1.3200000000000003,0.24,1,11,11,1,11,47.62626262626263
Chien-Pao,10,15,10,883,22,61.37,1.3200000000000003,0.24,1,11,11,1,11,47.07070707070707
Chien-Pao,10,15,15,893,23,62.91,1.3200000000000003,0.24,1,11,11,1,11,45.95959595959596
Chien-Pao,15,10,10,887,22,60.8,1.3399999999999999,0.24,1,11,11,1,11,47.62626262626263
Chien-Pao,15,10,15,897,23,62.33,1.3399999999999999,0.24,1,11,11,1,11,45.95959595959596
Chien-Pao,15,15,10,899,22,62.519999999999996,1.3399999999999999,0.24,1,11,11,1,11,45.95959595959596
Chien-Pao,15,15,15,910,23,64.10000000000001,1.3399999999999999,0.24,1,11,11,1,11,45.86363636363636
Cinderace,10,15,15,809,23,59.919999999999995,1.2800000000000011,0.19999999999999996,6,6,6,6,5,49.77272727272727
Cinderace,15,15,15,826,23,61.12,1.3100000000000005,0.2100000000000002,6,6,6,6,5,48.93939393939394
Cobalion,10,10,10,789,24,84.09,1.25,0.22999999999999998,16,5,5,15,5,36.94805194805195
Cobalion,10,10,15,798,25,86.02,1.25,0.22999999999999998,16,5,5,15,5,36.36363636363636
Cobalion,10,15,10,797,24,85.85000000000001,1.25,0.22999999999999998,16,5,5,15,5,36.515151515151516
Cobalion,10,15,15,807,25,87.82000000000001,1.25,0.22999999999999998,16,5,5,15,5,35.78512396694215
Cobalion,15,10,10,809,24,86.16000000000001,1.2799999999999994,0.24,16,5,5,15,5,35.95959595959596
Cobalion,15,10,15,818,25,88.13000000000001,1.2799999999999994,0.24,16,5,5,15,5,35.78512396694215
Cobalion,15,15,10,817,24,87.97999999999999,1.2799999999999994,0.24,16,5,5,15,5,35.78512396694215
Cobalion,15,15,15,826,25,89.98,1.2799999999999994,0.24,16,5,5,15,5,34.8051948051948
Conkeldurr,10,10,10,872,27,70.55,1.2200000000000006,0.21999999999999997,5,5,5,5,15,49.09090909090909
Conkeldurr,10,10,15,881,27,72.0,1.2200000000000006,0.21999999999999997,5,5,5,5,15,48.1060606060606
Conkeldurr,10,15,10,886,27,72.63999999999999,1.2200000000000006,0.21999999999999997,5,5,5,5,15,47.32954545454545
Conkeldurr,10,15,15,894,27,74.14,1.2200000000000006,0.21999999999999997,5,5,5,5,15,46.515151515151516
Conkeldurr,15,10,10,890,27,71.9,1.2400000000000002,0.24,5,5,5,5,15,48.1060606060606
Conkeldurr,15,10,15,900,27,73.38,1.2400000000000002,0.24,5,5,5,5,15,47.32954545454545
Conkeldurr,15,15,10,903,27,74.04,1.2400000000000002,0.24,5,5,5,5,15,46.86363636363637
Conkeldurr,15,15,15,912,27,75.55999999999999,1.2400000000000002,0.24,5,5,5,5,15,45.95959595959596
Cresselia,10,10,10,744,29,124.98000000000002,1.2200000000000006,0.22999999999999998,14,14,14,4,14,32.077922077922075
Cresselia,10,10,15,750,30,127.3,1.2200000000000006,0.22999999999999998,14,14,14,4,14,31.59090909090909
Cresselia,10,15,10,751,29,127.32,1.2200000000000006,0.22999999999999998,14,14,14,4,14,31.59090909090909
Cresselia,10,15,15,758,30,129.67999999999998,1.2200000000000006,0.22999999999999998,14,14,14,4,14,31.09625668449198
Cresselia,15,10,10,767,29,128.96000000000004,1.2599999999999998,0.22999999999999998,14,14,14,4,14,31.390374331550802
Cresselia,15,10,15,774,30,131.35,1.2599999999999998,0.22999999999999998,14,14,14,4,14,30.852272727272727
Cresselia,15,15,10,774,29,131.37000000000003,1.2599999999999998,0.22999999999999998,14,14,14,4,14,30.852272727272727
Cresselia,15,15,15,781,30,133.81000000000003,1.2599999999999998,0.22999999999999998,14,14,14,4,14,30.227272727272727
Cryogonal,10,10,10,729,22,69.46999999999998,1.1799999999999997,0.18000000000000016,11,11,11,1,11,39.82954545454545
Cryogonal,10,10,15,738,23,71.21000000000001,1.1799999999999997,0.18000000000000016,11,11,11,1,11,38.21969696969697
Cryogonal,10,15,10,738,22,71.00999999999999,1.1799999999999997,0.18000000000000016,11,11,11,1,11,38.21969696969697
Cryogonal,10,15,15,746,23,72.77000000000001,1.1799999999999997,0.18000000000000016,11,11,11,1,11,37.58741258741259
Cryogonal,15,10,10,747,22,71.25999999999999,1.2200000000000006,0.18999999999999995,11,11,11,1,11,38.057851239669425
Cryogonal,15,10,15,756,23,73.04999999999998,1.2200000000000006,0.18999999999999995,11,11,11,1,11,37.58741258741259
Cryogonal,15,15,10,756,22,72.82,1.2200000000000006,0.18999999999999995,11,11,11,1,11,37.58741258741259
Cryogonal,15,15,15,765,23,74.64,1.2200000000000006,0.18999999999999995,11,11,11,1,11,36.07954545454545
Darmanitan,10,10,10,1518,27,153.0,3.6599999999999993,0.24,11,11,11,11,5,42.848484848484844
Darmanitan,10,10,15,1533,27,156.15,3.6599999999999993,0.24,11,11,11,11,5,43.68983957219251
Darmanitan,10,15,10,1514,27,155.84,3.6599999999999993,0.24,11,11,11,11,5,43.92045454545455
Darmanitan,10,15,15,1530,27,159.04000000000002,3.6599999999999993,0.24,11,11,11,11,5,45.45454545454545
Darmanitan,15,10,10,1551,27,156.1,3.75,0.25,11,11,11,11,5,43.68983957219251
Darmanitan,15,10,15,1567,27,159.31,3.75,0.25,11,11,11,11,5,44.880382775119614
Darmanitan,15,15,10,1548,27,159.01,3.75,0.25,11,11,11,11,5,44.880382775119614
Darmanitan,15,15,15,1564,27,162.26999999999998,3.75,0.25,11,11,11,11,5,46.42045454545455
Decidueye,10,10,10,756,23,68.79,1.3599999999999994,0.24,9,5,9,9,5,41.515151515151516
Decidueye,10,10,15,764,24,70.39,1.3599999999999994,0.24,9,5,9,9,5,41.36363636363636
Decidueye,10,15,10,766,23,70.66,1.3599999999999994,0.24,9,5,9,9,5,41.36363636363636
Decidueye,10,15,15,775,24,72.31000000000002,1.3599999999999994,0.24,9,5,9,9,5,40.95959595959596
Decidueye,15,10,10,773,23,70.32,1.3900000000000006,0.24,9,5,9,9,5,41.36363636363636
Decidueye,15,10,15,782,24,71.97,1.3900000000000006,0.24,9,5,9,9,5,41.36363636363636
Decidueye,15,15,10,783,23,72.24,1.3900000000000006,0.24,9,5,9,9,5,40.95959595959596
Decidueye,15,15,15,792,24,73.92999999999999,1.3900000000000006,0.24,9,5,9,9,5,40.45454545454545
Delphox,10,10,10,799,21,69.19,1.4100000000000001,0.2300000000000002,6,14,6,14,6,49.09090909090909
Delphox,10,10,15,809,21,71.0,1.4100000000000001,0.2300000000000002,6,14,6,14,6,48.37662337662338
Delphox,10,15,10,809,21,70.92999999999999,1.4100000000000001,0.2300000000000002,6,14,6,14,6,48.37662337662338
Delphox,10,15,15,820,21,72.80000000000001,1.4100000000000001,0.2300000000000002,6,14,6,14,6,46.94805194805195
Delphox,15,10,10,816,21,70.65,1.4499999999999993,0.24,6,14,6,14,6,48.57954545454545
Delphox,15,10,15,826,21,72.49999999999999,1.4499999999999993,0.24,6,14,6,14,6,46.94805194805195
Delphox,15,15,10,826,21,72.41000000000001,1.4499999999999993,0.24,6,14,6,14,6,47.27272727272727
Delphox,15,15,15,836,21,74.30999999999999,1.4499999999999993,0.24,6,14,6,14,6,46.94805194805195
